Trimmed Stress,Trimmed Strain
1.6017606293999999e-12,-6.815842336371989e-18
202.99056677099998,2.4014981763874777e-06
232.559147548,5.712350003506941e-05
245.58677755099998,0.00019324024461006475
251.352565527,0.00036506275310293286
254.763166049,0.0005484445715955159
257.264227134,0.0007362469490129506
259.294906865,0.0009263487848465209
260.996356563,0.0011180495203368251
262.431070202,0.0013110173724454773
263.668266061,0.0015049095793633884
264.771455229,0.0016994097782050512
274.075963913,0.004215043449224937
280.892656925,0.006736447063943727
287.110749064,0.00925468957804789
293.03419680400003,0.011768124015210294
298.747270327,0.014276309336347536
304.28340125799997,0.0167790197122722
309.6554458,0.019276211373324414
314.875447634,0.02176785196990343
319.955570422,0.024253918209063034
324.904312663,0.02673439726032843
329.727819658,0.029209273417397753
334.430455299,0.03167853136945466
339.016991331,0.03414215647087894
343.492132553,0.0366001348040203
347.860222875,0.039052456497190156
352.12503359199997,0.04149912018990221
356.28903877,0.043940116786963704
360.35546008,0.04637545406835883
364.32850736800003,0.04880516880897071
368.212529155,0.05122930349318998
372.01177108900004,0.053647896472754385
375.73046744699997,0.05606096796838783
379.372986445,0.058468520730474344
382.942995145,0.06087055498746192
386.442985379,0.06326707094025953
389.874294347,0.0656580711955883
393.238158843,0.06804357004501882
396.535689854,0.07042359654775808
399.767714963,0.0727981890970591
402.93504776699996,0.07516738429808843
